shipment_id,event_type,event_timestamp,location_city,location_state,reason
9b17b588-7dcc-4c78-9e8e-cb06565c346f,OUT_FOR_DELIVERY,2025-01-11 23:00:00,Port Patrick,MA,
9b17b588-7dcc-4c78-9e8e-cb06565c346f,DELIVERED,2025-01-12 00:00:00,Port Patrick,MA,
d345dfbc-5353-4289-95d9-d6475fbfff7c,CREATED,2025-01-17 00:00:00,Leeberg,AR,
d345dfbc-5353-4289-95d9-d6475fbfff7c,OUT_FOR_DELIVERY,2025-01-17 06:00:00,Lake Johntown,SD,
d345dfbc-5353-4289-95d9-d6475fbfff7c,DELIVERED,2025-01-17 10:00:00,Lake Johntown,SD,
cb83cd69-9175-44be-88b3-47b1e59165df,CREATED,2025-01-29 00:00:00,Leahhaven,SC,
cb83cd69-9175-44be-88b3-47b1e59165df,OUT_FOR_DELIVERY,2025-01-30 23:00:00,Robinsonside,AL,
cb83cd69-9175-44be-88b3-47b1e59165df,DELAYED,2025-01-31 01:00:00,Robinsonside,AL,Mechanical problem
cb83cd69-9175-44be-88b3-47b1e59165df,DELIVERED,2025-01-31 13:00:00,Robinsonside,AL,
bf3b2624-0747-4594-8c5a-916cffd27c8b,CREATED,2025-01-17 00:00:00,Barbarahaven,MN,
bf3b2624-0747-4594-8c5a-916cffd27c8b,OUT_FOR_DELIVERY,2025-01-17 22:00:00,Glennshire,DE,
bf3b2624-0747-4594-8c5a-916cffd27c8b,DELAYED,2025-01-18 00:00:00,Glennshire,DE,Address issue
bf3b2624-0747-4594-8c5a-916cffd27c8b,DELIVERED,2025-01-18 04:00:00,Glennshire,DE,
979adc6e-e8f0-45f8-b753-529e41bcba8a,CREATED,2025-01-09 00:00:00,Port Chelsea,OR,
979adc6e-e8f0-45f8-b753-529e41bcba8a,OUT_FOR_DELIVERY,2025-01-10 15:00:00,Dawnfort,VT,
979adc6e-e8f0-45f8-b753-529e41bcba8a,DELIVERED,2025-01-10 17:00:00,Dawnfort,VT,
0316e7d1-8926-41fc-8049-d01ea8b563a0,CREATED,2025-01-10 00:00:00,Colinview,NC,
0316e7d1-8926-41fc-8049-d01ea8b563a0,OUT_FOR_DELIVERY,2025-01-11 04:00:00,Smithfort,AS,
0316e7d1-8926-41fc-8049-d01ea8b563a0,DELIVERED,2025-01-11 07:00:00,Smithfort,AS,
0f745fba-38a6-4547-be38-297f2160f83d,CREATED,2025-01-01 00:00:00,Dylanburgh,NV,
0f745fba-38a6-4547-be38-297f2160f83d,OUT_FOR_DELIVERY,2025-01-01 06:00:00,Lunamouth,CO,
0f745fba-38a6-4547-be38-297f2160f83d,DELIVERED,2025-01-01 03:00:00,Lunamouth,CO,
e3596837-c08c-4ee9-89e1-8610efd70f97,CREATED,2025-01-16 00:00:00,East Ricky,MH,
e3596837-c08c-4ee9-89e1-8610efd70f97,OUT_FOR_DELIVERY,2025-01-16 17:00:00,Raymondtown,PR,
e3596837-c08c-4ee9-89e1-8610efd70f97,DELIVERED,2025-01-16 15:00:00,Raymondtown,PR,
dc6ebed2-d05e-4a9b-b718-c2949b8c794b,CREATED,2025-01-11 00:00:00,Port Pamelaberg,WV,
dc6ebed2-d05e-4a9b-b718-c2949b8c794b,OUT_FOR_DELIVERY,2025-01-12 22:00:00,Alexandramouth,AZ,
dc6ebed2-d05e-4a9b-b718-c2949b8c794b,DELIVERED,2025-01-13 02:00:00,Alexandramouth,AZ,
52850575-25bf-49d7-9c05-6963e943c47d,CREATED,2025-01-11 00:00:00,North Stevenshire,FL,
52850575-25bf-49d7-9c05-6963e943c47d,OUT_FOR_DELIVERY,2025-01-12 20:00:00,New Tara,HI,
52850575-25bf-49d7-9c05-6963e943c47d,DELIVERED,2025-01-12 23:00:00,New Tara,HI,
0b021a01-daa2-4a50-a1d1-521c75195e5f,CREATED,2025-01-01 00:00:00,Erikburgh,VA,
0b021a01-daa2-4a50-a1d1-521c75195e5f,OUT_FOR_DELIVERY,2025-01-02 12:00:00,Smithside,WI,
0b021a01-daa2-4a50-a1d1-521c75195e5f,DELIVERED,2025-01-02 15:00:00,Smithside,WI,
e5829b42-b9c6-4b61-a4e5-277283737c9a,CREATED,2025-01-20 00:00:00,Jonathanshire,DC,
e5829b42-b9c6-4b61-a4e5-277283737c9a,OUT_FOR_DELIVERY,2025-01-21 05:00:00,Joanside,MO,
e5829b42-b9c6-4b61-a4e5-277283737c9a,DELIVERED,2025-01-21 01:00:00,Joanside,MO,
0051d89f-222e-4516-ae71-4bf9a7d75d76,CREATED,2025-01-06 00:00:00,Karenberg,NJ,
0051d89f-222e-4516-ae71-4bf9a7d75d76,OUT_FOR_DELIVERY,2025-01-07 17:00:00,Matthewport,AK,
0051d89f-222e-4516-ae71-4bf9a7d75d76,DELIVERED,2025-01-07 21:00:00,Matthewport,AK,
76d9ea29-4737-4cc1-b067-88e2dbb8a84e,CREATED,2025-01-02 00:00:00,South Daniel,PA,
76d9ea29-4737-4cc1-b067-88e2dbb8a84e,OUT_FOR_DELIVERY,2025-01-02 07:00:00,East Katie,AS,
76d9ea29-4737-4cc1-b067-88e2dbb8a84e,DELIVERED,2025-01-02 05:00:00,East Katie,AS,
f431f87e-95f9-4148-9944-77d95b89a35a,CREATED,2025-01-07 00:00:00,Port Sabrina,GU,
f431f87e-95f9-4148-9944-77d95b89a35a,OUT_FOR_DELIVERY,2025-01-09 00:00:00,Port Andreaport,PW,
f431f87e-95f9-4148-9944-77d95b89a35a,DELAYED,2025-01-09 02:00:00,Port Andreaport,PW,Traffic
f431f87e-95f9-4148-9944-77d95b89a35a,DELIVERED,2025-01-10 19:00:00,Port Andreaport,PW,
67a57d60-3d49-4c3e-b1ed-878c087d5eb8,CREATED,2025-01-17 00:00:00,Jacobhaven,MH,
67a57d60-3d49-4c3e-b1ed-878c087d5eb8,OUT_FOR_DELIVERY,2025-01-17 15:00:00,Lewisview,IN,
67a57d60-3d49-4c3e-b1ed-878c087d5eb8,DELAYED,2025-01-17 17:00:00,Lewisview,IN,Traffic
67a57d60-3d49-4c3e-b1ed-878c087d5eb8,DELIVERED,2025-01-19 00:00:00,Lewisview,IN,
6852ddee-d9fb-4a5f-a455-c41c15161cc0,CREATED,2025-01-20 00:00:00,New Katie,MI,
6852ddee-d9fb-4a5f-a455-c41c15161cc0,OUT_FOR_DELIVERY,2025-01-20 13:00:00,Port Karen,GA,
6852ddee-d9fb-4a5f-a455-c41c15161cc0,DELIVERED,2025-01-20 14:00:00,Port Karen,GA,
98a7617f-d59e-4897-a8ee-826635b59343,CREATED,2025-01-21 00:00:00,New Pamela,OH,
98a7617f-d59e-4897-a8ee-826635b59343,OUT_FOR_DELIVERY,2025-01-22 13:00:00,Juliatown,NM,
98a7617f-d59e-4897-a8ee-826635b59343,DELIVERED,2025-01-22 09:00:00,Juliatown,NM,
99e3e82b-a622-4d13-aec4-a7491904d944,CREATED,2025-01-05 00:00:00,Thomaschester,GU,
99e3e82b-a622-4d13-aec4-a7491904d944,OUT_FOR_DELIVERY,2025-01-06 16:00:00,Jenniferview,FL,
99e3e82b-a622-4d13-aec4-a7491904d944,DELAYED,2025-01-06 18:00:00,Jenniferview,FL,Traffic
99e3e82b-a622-4d13-aec4-a7491904d944,DELIVERED,2025-01-08 07:00:00,Jenniferview,FL,
672f6b7c-0df2-4fd9-bbd8-93f59bff27b5,CREATED,2025-01-06 00:00:00,Spencerfort,DE,
672f6b7c-0df2-4fd9-bbd8-93f59bff27b5,OUT_FOR_DELIVERY,2025-01-07 21:00:00,South Robin,MH,
672f6b7c-0df2-4fd9-bbd8-93f59bff27b5,DELIVERED,2025-01-07 20:00:00,South Robin,MH,
4cc87662-a573-4c73-ab78-d256f02dfb48,CREATED,2025-01-19 00:00:00,Freemanshire,AS,
4cc87662-a573-4c73-ab78-d256f02dfb48,OUT_FOR_DELIVERY,2025-01-20 11:00:00,Morganshire,OR,
4cc87662-a573-4c73-ab78-d256f02dfb48,DELIVERED,2025-01-20 13:00:00,Morganshire,OR,
5ab2da57-bb90-4285-9872-eac037b594c4,CREATED,2025-01-10 00:00:00,Oscarstad,NV,
5ab2da57-bb90-4285-9872-eac037b594c4,OUT_FOR_DELIVERY,2025-01-10 14:00:00,South Shannon,WI,
5ab2da57-bb90-4285-9872-eac037b594c4,DELAYED,2025-01-10 16:00:00,South Shannon,WI,Weather
5ab2da57-bb90-4285-9872-eac037b594c4,DELIVERED,2025-01-10 23:00:00,South Shannon,WI,
7cc084f8-563e-44e9-8938-eb5f833104ac,CREATED,2025-01-12 00:00:00,Lake Annette,PW,
7cc084f8-563e-44e9-8938-eb5f833104ac,OUT_FOR_DELIVERY,2025-01-12 18:00:00,South Benjamin,NH,
7cc084f8-563e-44e9-8938-eb5f833104ac,DELAYED,2025-01-12 20:00:00,South Benjamin,NH,Weather
7cc084f8-563e-44e9-8938-eb5f833104ac,DELIVERED,2025-01-13 01:00:00,South Benjamin,NH,
ae67820d-c426-424b-8d22-43e52d4bcb68,CREATED,2025-01-21 00:00:00,Janicemouth,TX,
ae67820d-c426-424b-8d22-43e52d4bcb68,OUT_FOR_DELIVERY,2025-01-21 06:00:00,East Charlesland,RI,
ae67820d-c426-424b-8d22-43e52d4bcb68,DELIVERED,2025-01-21 04:00:00,East Charlesland,RI,
0487eaa5-fdbc-4008-8547-1c543be5617e,CREATED,2025-01-30 00:00:00,Wigginsborough,PA,
0487eaa5-fdbc-4008-8547-1c543be5617e,OUT_FOR_DELIVERY,2025-01-31 09:00:00,New Steve,OH,
0487eaa5-fdbc-4008-8547-1c543be5617e,DELAYED,2025-01-31 11:00:00,New Steve,OH,Address issue
0487eaa5-fdbc-4008-8547-1c543be5617e,DELIVERED,2025-02-02 08:00:00,New Steve,OH,
2bc95a89-a856-4d2e-b064-730eee7a4994,CREATED,2025-01-20 00:00:00,Port Donna,AS,
2bc95a89-a856-4d2e-b064-730eee7a4994,OUT_FOR_DELIVERY,2025-01-20 09:00:00,Port Joshua,GU,
2bc95a89-a856-4d2e-b064-730eee7a4994,DELAYED,2025-01-20 11:00:00,Port Joshua,GU,Traffic
2bc95a89-a856-4d2e-b064-730eee7a4994,DELIVERED,2025-01-21 18:00:00,Port Joshua,GU,
27c17be4-caa4-4f21-a1a7-77cbc8ca4017,CREATED,2025-01-26 00:00:00,Mendozaton,AR,
27c17be4-caa4-4f21-a1a7-77cbc8ca4017,OUT_FOR_DELIVERY,2025-01-27 00:00:00,New Nicolestad,NC,
27c17be4-caa4-4f21-a1a7-77cbc8ca4017,DELIVERED,2025-01-27 04:00:00,New Nicolestad,NC,
c5d4a346-8322-44b4-b6b4-8c4c0576fa26,CREATED,2025-01-20 00:00:00,North Amanda,WI,
c5d4a346-8322-44b4-b6b4-8c4c0576fa26,OUT_FOR_DELIVERY,2025-01-21 13:00:00,Shawport,ND,
c5d4a346-8322-44b4-b6b4-8c4c0576fa26,DELIVERED,2025-01-21 16:00:00,Shawport,ND,
25832604-0f52-408a-8101-bf292fe5c9c9,CREATED,2025-01-05 00:00:00,North Timothy,AR,
25832604-0f52-408a-8101-bf292fe5c9c9,OUT_FOR_DELIVERY,2025-01-05 06:00:00,East Joannabury,OK,
25832604-0f52-408a-8101-bf292fe5c9c9,DELIVERED,2025-01-05 07:00:00,East Joannabury,OK,
391d18b8-17fc-4de5-8dc2-04a69b218f0b,CREATED,2025-01-29 00:00:00,South Walter,NJ,
391d18b8-17fc-4de5-8dc2-04a69b218f0b,OUT_FOR_DELIVERY,2025-01-29 17:00:00,Elizabethfort,LA,
391d18b8-17fc-4de5-8dc2-04a69b218f0b,DELIVERED,2025-01-29 13:00:00,Elizabethfort,LA,
158a8140-9823-46f6-8ec6-4862f060c27a,CREATED,2025-01-01 00:00:00,Brianburgh,CT,
158a8140-9823-46f6-8ec6-4862f060c27a,OUT_FOR_DELIVERY,2025-01-02 15:00:00,Georgechester,DE,
158a8140-9823-46f6-8ec6-4862f060c27a,DELIVERED,2025-01-02 12:00:00,Georgechester,DE,
f2ca72ca-4f38-45f8-8886-f42eb3fc7afd,CREATED,2025-01-11 00:00:00,New Alexbury,OK,
f2ca72ca-4f38-45f8-8886-f42eb3fc7afd,OUT_FOR_DELIVERY,2025-01-12 22:00:00,Edwardtown,VA,
f2ca72ca-4f38-45f8-8886-f42eb3fc7afd,DELAYED,2025-01-13 00:00:00,Edwardtown,VA,Traffic
f2ca72ca-4f38-45f8-8886-f42eb3fc7afd,DELIVERED,2025-01-13 22:00:00,Edwardtown,VA,
37eb0d42-a889-4710-a9fd-cf9ed8988375,CREATED,2025-01-19 00:00:00,Pamelaville,WA,
37eb0d42-a889-4710-a9fd-cf9ed8988375,OUT_FOR_DELIVERY,2025-01-21 00:00:00,Ericbury,RI,
37eb0d42-a889-4710-a9fd-cf9ed8988375,DELAYED,2025-01-21 02:00:00,Ericbury,RI,Traffic
37eb0d42-a889-4710-a9fd-cf9ed8988375,DELIVERED,2025-01-22 08:00:00,Ericbury,RI,
1506b9bd-ba77-400d-96c8-4f1a95809a5a,CREATED,2025-01-21 00:00:00,Kingmouth,PW,
1506b9bd-ba77-400d-96c8-4f1a95809a5a,OUT_FOR_DELIVERY,2025-01-22 11:00:00,Thomasberg,SD,
1506b9bd-ba77-400d-96c8-4f1a95809a5a,DELIVERED,2025-01-22 15:00:00,Thomasberg,SD,
21e0c37a-c4d5-4f50-81d3-0702ec1f6c37,CREATED,2025-01-19 00:00:00,West Christopher,AK,
21e0c37a-c4d5-4f50-81d3-0702ec1f6c37,OUT_FOR_DELIVERY,2025-01-20 00:00:00,Nicholasmouth,CT,
21e0c37a-c4d5-4f50-81d3-0702ec1f6c37,DELIVERED,2025-01-19 22:00:00,Nicholasmouth,CT,
eb797991-3b60-4915-9ba4-aebbd8566461,CREATED,2025-01-29 00:00:00,New Paulaside,UT,
eb797991-3b60-4915-9ba4-aebbd8566461,OUT_FOR_DELIVERY,2025-01-30 13:00:00,East Lance,DE,
eb797991-3b60-4915-9ba4-aebbd8566461,DELIVERED,2025-01-30 09:00:00,East Lance,DE,
842a1f89-2da0-416b-a8ec-ad7a20153afb,CREATED,2025-01-26 00:00:00,Port Stephanieburgh,NH,
842a1f89-2da0-416b-a8ec-ad7a20153afb,OUT_FOR_DELIVERY,2025-01-28 00:00:00,Port Christopherbury,KS,
842a1f89-2da0-416b-a8ec-ad7a20153afb,DELIVERED,2025-01-27 21:00:00,Port Christopherbury,KS,
c184f28c-1a0c-4ac7-a4bc-785af28f892d,CREATED,2025-01-29 00:00:00,Port Crystal,GU,
c184f28c-1a0c-4ac7-a4bc-785af28f892d,OUT_FOR_DELIVERY,2025-01-30 19:00:00,East Rebeccashire,AR,
c184f28c-1a0c-4ac7-a4bc-785af28f892d,DELIVERED,2025-01-30 19:00:00,East Rebeccashire,AR,
462896a0-20f5-408b-b522-9f2f7fad3834,CREATED,2025-01-27 00:00:00,West Sarahchester,RI,
462896a0-20f5-408b-b522-9f2f7fad3834,OUT_FOR_DELIVERY,2025-01-28 12:00:00,Carolburgh,TX,
462896a0-20f5-408b-b522-9f2f7fad3834,DELIVERED,2025-01-28 09:00:00,Carolburgh,TX,
53f97883-a57b-4a2e-ae67-7ab983e92f1c,CREATED,2025-01-18 00:00:00,Lake Michaeltown,SD,
53f97883-a57b-4a2e-ae67-7ab983e92f1c,OUT_FOR_DELIVERY,2025-01-18 22:00:00,Armstrongton,WA,
53f97883-a57b-4a2e-ae67-7ab983e92f1c,DELIVERED,2025-01-19 00:00:00,Armstrongton,WA,
928dc399-9c27-4baf-ae70-4512f303fb80,CREATED,2025-01-26 00:00:00,Deborahmouth,NV,
928dc399-9c27-4baf-ae70-4512f303fb80,OUT_FOR_DELIVERY,2025-01-27 05:00:00,Bergerland,WI,
928dc399-9c27-4baf-ae70-4512f303fb80,DELIVERED,2025-01-27 09:00:00,Bergerland,WI,
86a9b579-fa9a-46a1-9f31-c79cadba4c20,CREATED,2025-01-16 00:00:00,East Emilyhaven,VA,
